41 41
(16, 39, -1.5) (26, 39, -1.5) (21, 39, -1.5) 
(16, 3, 1.5) (26, 3, 1.5) (21, 3, 1.5) 
WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA WA WA O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 WA WA WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA WA WA O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 WA WA WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA WA WA O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 O1 WA WA WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA WA WA WA NO NO NO WA WA WA WA WA WA WA WA WA NO NO NO WA WA WA WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA WA WA WA NO NO NO WA NO NO NO NO NO NO NO WA NO NO NO WA WA WA WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA NO NO NO NO NO NO NO NO NO NO B1 NO NO NO NO NO NO NO NO NO NO WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA NO NO NO WA WA WA WA NO NO NO NO NO NO NO WA WA WA WA NO NO NO WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA NO NO NO WA WA WA WA NO NO NO NO NO NO NO WA WA WA WA NO NO NO WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA NO NO NO WA WA WA WA NO NO NO NO NO NO NO WA WA WA WA NO NO NO WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA NO NO NO WA WA WA WA WA WA NO NO NO WA WA WA WA WA WA NO NO NO WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA NO NO NO NO NO NO NO WA WA WA WA WA WA NO IA NO WA WA WA WA WA WA NO NO NO NO NO NO NO WA WA WA WA WA WA
WA WA WA WA WA WA NO NO NO NO NO NO NO WA WA WA WA WA WA NO NO NO WA WA WA WA WA WA NO NO NO NO NO NO NO WA WA WA WA WA WA
WA WA WA WA WA WA NO NO NO NO NO NO NO WA WA NO NO NO NO NO NO NO NO NO NO NO WA WA NO NO NO NO NO NO NO WA WA WA WA WA WA
